sys_nm,species,cuid,cunamepse,region,GFE_ID,streamid,lat,lon
TCHITIN RIVER,River sockeye,427,Upper Nass River (river-type),Nass,656.0,6480,55.47823835,-128.9497379
TCHITIN RIVER,Pink (even),412,Upper Nass (even),Nass,656.0,4410,55.47823835,-128.9497379
TCHITIN RIVER,Chinook,402,Upper Nass,Nass,656.0,1828,55.47823835,-128.9497379
TCHITIN RIVER,Coho,409,Upper Nass,Nass,656.0,3181,55.47823835,-128.9497379
TEIGEN CREEK,Chinook,402,Upper Nass,Nass,670.0,1839,56.73098866,-129.84998
TEIGEN CREEK,Coho,409,Upper Nass,Nass,670.0,3192,56.73098866,-129.84998
TOON RIVER,Chum,404,Portland Inlet,Nass,1750.0,519,54.51043707,-129.9874717
TOON RIVER,Pink (odd),414,Nass-Portland-Observatory (odd),Nass,1750.0,5023,54.51043707,-129.9874717
TOON RIVER,River sockeye,426,Lower Nass-Portland (river-type),Nass,1750.0,6082,54.51043707,-129.9874717
TOON RIVER,Coho,410,Portland Sound-Observatory Inlet-Portland Canal,Nass,1750.0,2625,54.51043707,-129.9874717
TRACY BAY CREEK,Pink (odd),414,Nass-Portland-Observatory (odd),Nass,1772.0,5043,54.72670146,-130.52988
TRACY BAY CREEK,Chum,404,Portland Inlet,Nass,1772.0,537,54.72670146,-130.52988
TRACY BAY CREEK,Coho,410,Portland Sound-Observatory Inlet-Portland Canal,Nass,1772.0,2640,54.72670146,-130.52988
TRACY BAY CREEK #2,Chum,404,Portland Inlet,Nass,2309.0,707,54.72088489,-130.5026098
TRACY BAY CREEK #2,Pink (odd),414,Nass-Portland-Observatory (odd),Nass,2309.0,5207,54.72088489,-130.5026098
TURK CREEK,Coho,410,Portland Sound-Observatory Inlet-Portland Canal,Nass,1773.0,2641,54.78859464,-130.5451224
TURK CREEK,Pink (odd),414,Nass-Portland-Observatory (odd),Nass,1773.0,5044,54.78859464,-130.5451224
TURK CREEK,Chum,404,Portland Inlet,Nass,1773.0,538,54.78859464,-130.5451224
VAN DYKE CREEK,Coho,409,Upper Nass,Nass,658.0,3183,55.78103526,-128.8696609
VETTER CREEK,River sockeye,426,Lower Nass-Portland (river-type),Nass,649.0,6475,55.20731525,-129.1541249
VETTER CREEK,Pink (odd),414,Nass-Portland-Observatory (odd),Nass,649.0,5374,55.20731525,-129.1541249
VETTER CREEK,Chum,405,Lower Nass,Nass,649.0,869,55.20731525,-129.1541249
VETTER CREEK,Coho,408,Lower Nass,Nass,649.0,3175,55.20731525,-129.1541249
WEGILADAP CREEK,Chum,405,Lower Nass,Nass,644.0,864,55.15146199,-129.3871524
WEGILADAP CREEK,Pink (odd),414,Nass-Portland-Observatory (odd),Nass,644.0,5369,55.15146199,-129.3871524
WEGILADAP CREEK,Coho,408,Lower Nass,Nass,644.0,3170,55.15146199,-129.3871524
WELDA CREEK,Pink (odd),414,Nass-Portland-Observatory (odd),Nass,633.0,5361,54.94717334,-129.8791361
WILAUKS CREEK,Pink (odd),414,Nass-Portland-Observatory (odd),Nass,1761.0,5034,55.47826534,-129.4623388
WILAUKS CREEK,Coho,410,Portland Sound-Observatory Inlet-Portland Canal,Nass,1761.0,2632,55.47826534,-129.4623388
WILAUKS CREEK,Chum,406,Portland Canal-Observatory,Nass,1761.0,529,55.47826534,-129.4623388
WILYAYAANOOTH CREEK,Chum,405,Lower Nass,Nass,646.0,866,55.16729066,-129.3654396
WILYAYAANOOTH CREEK,Coho,408,Lower Nass,Nass,646.0,3172,55.16729066,-129.3654396
WILYAYAANOOTH CREEK,Pink (odd),414,Nass-Portland-Observatory (odd),Nass,646.0,5371,55.16729066,-129.3654396
WIMINASIK LAKE SYSTEM,Lake sockeye,421,Damdochax,Nass,432.0,10548,56.489746,-128.049384
WIMINASIK LAKE SYSTEM,Chinook,402,Upper Nass,Nass,432.0,10547,56.489746,-128.049384
XNUKW,Pink (odd),414,Nass-Portland-Observatory (odd),Nass,635.0,5363,55.00613598,-129.8134973
XNUKW,Chinook,401,Portland Sound-Observatory Inlet-Lower Nass,Nass,635.0,1821,55.00613598,-129.8134973
XNUKW,Chum,405,Lower Nass,Nass,635.0,858,55.00613598,-129.8134973
XNUKW,Coho,408,Lower Nass,Nass,635.0,3162,55.00613598,-129.8134973
AALTANHASH RIVER,Chum,508,Douglas-Gardner,Central Coast,1023.0,1059,53.14655991,-128.477473
AALTANHASH RIVER,River sockeye,614,Northern Coastal Fjords (river-type),Central Coast,1023.0,6562,53.14655991,-128.477473
AALTANHASH RIVER,Pink (odd),612,Hecate Strait-Fjords (odd),Central Coast,1023.0,5519,53.14655991,-128.477473
AALTANHASH RIVER,Coho,523,Northern Coastal Streams,Central Coast,1023.0,3424,53.14655991,-128.477473
AALTANHASH RIVER,Chinook,515,North & Central Coast-Early,Central Coast,1023.0,1917,53.14655991,-128.477473
AALTANHASH RIVER,Pink (even),609,Hecate Strait-Fjords (even),Central Coast,1023.0,4515,53.14655991,-128.477473
AIRPORT SIDE CHANNEL,Pink (even),609,Hecate Strait-Fjords (even),Central Coast,2090.0,3779,52.39138166,-126.5869846
AIRPORT SIDE CHANNEL,Coho,518,Bella Coola-Dean Rivers,Central Coast,2090.0,2113,52.39138166,-126.5869846
AIRPORT SIDE CHANNEL,Chum,504,Bella Coola-Dean Rivers,Central Coast,2090.0,17,52.39138166,-126.5869846
AIRPORT SIDE CHANNEL,Pink (odd),610,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Central Coast,2090.0,4778,52.39138166,-126.5869846
ALLARD CREEK,Coho,517,Rivers Inlet,Central Coast,930.0,3360,51.46339655,-127.3264523
ALLARD CREEK,Chum,500,Smith Inlet,Central Coast,930.0,992,51.46339655,-127.3264523
ALLARD CREEK,Pink (odd),610,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Central Coast,930.0,5492,51.46339655,-127.3264523
ALLARD CREEK,Pink (even),609,Hecate Strait-Fjords (even),Central Coast,930.0,4501,51.46339655,-127.3264523
ALPHA CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1932.0,2762,53.86273753,-130.2793322
ALVIN CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,1096.0,10336,53.80593727,-129.8486308
ALVIN CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1096.0,3700,53.80593727,-129.8486308
ALVIN CREEK,Chum,506,Hecate Lowlands,Central Coast,1096.0,1326,53.80593727,-129.8486308
ALVIN CREEK,Pink (even),608,Hecate Lowlands (even),Central Coast,1096.0,10332,53.80593727,-129.8486308
AMBACK CREEK,Chinook,510,Rivers Inlet,Central Coast,937.0,1980,51.69747537,-127.0429135
AMBACK CREEK,Chum,501,Rivers Inlet,Central Coast,937.0,1203,51.69747537,-127.0429135
AMBACK CREEK,Pink (odd),610,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Central Coast,937.0,5630,51.69747537,-127.0429135
AMBACK CREEK,Coho,517,Rivers Inlet,Central Coast,937.0,3580,51.69747537,-127.0429135
AMBACK CREEK,Pink (even),609,Hecate Strait-Fjords (even),Central Coast,937.0,4629,51.69747537,-127.0429135
ANDERSON CREEK,River sockeye,614,Northern Coastal Fjords (river-type),Central Coast,1077.0,6691,54.01511818,-128.6820198
ANDERSON CREEK,Coho,522,Douglas Channel-Kitimat Arm,Central Coast,1077.0,3683,54.01511818,-128.6820198
ANDERSON CREEK,Chum,508,Douglas-Gardner,Central Coast,1077.0,1310,54.01511818,-128.6820198
ANDERSON CREEK,Chinook,515,North & Central Coast-Early,Central Coast,1077.0,2025,54.01511818,-128.6820198
ANDERSON CREEK,Pink (odd),612,Hecate Strait-Fjords (odd),Central Coast,1077.0,5712,54.01511818,-128.6820198
ANDERSON CREEK,Pink (even),609,Hecate Strait-Fjords (even),Central Coast,1077.0,4712,54.01511818,-128.6820198
ANGLER COVE CREEK,Chum,508,Douglas-Gardner,Central Coast,1027.0,1063,53.31704619,-128.8835921
ANGLER COVE CREEK,River sockeye,614,Northern Coastal Fjords (river-type),Central Coast,1027.0,6565,53.31704619,-128.8835921
ANGLER COVE CREEK,Pink (odd),612,Hecate Strait-Fjords (odd),Central Coast,1027.0,5523,53.31704619,-128.8835921
ANGLER COVE CREEK,Pink (even),609,Hecate Strait-Fjords (even),Central Coast,1027.0,4519,53.31704619,-128.8835921
ANGLER COVE CREEK,Coho,523,Northern Coastal Streams,Central Coast,1027.0,3428,53.31704619,-128.8835921
ARGYH CREEK,Pink (even),608,Hecate Lowlands (even),Central Coast,1864.0,4214,52.90488709,-129.0299035
ARGYH CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,1864.0,5100,52.90488709,-129.0299035
ARGYH CREEK,Chum,506,Hecate Lowlands,Central Coast,1864.0,594,52.90488709,-129.0299035
ARGYH CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1864.0,2698,52.90488709,-129.0299035
ARNOUP CREEK,River sockeye,614,Northern Coastal Fjords (river-type),Central Coast,1850.0,6111,52.97206815,-128.6766942
ARNOUP CREEK,Chum,506,Hecate Lowlands,Central Coast,1850.0,581,52.97206815,-128.6766942
ARNOUP CREEK,Pink (even),609,Hecate Strait-Fjords (even),Central Coast,1850.0,4200,52.97206815,-128.6766942
ARNOUP CREEK,Pink (odd),612,Hecate Strait-Fjords (odd),Central Coast,1850.0,5087,52.97206815,-128.6766942
ARNOUP CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1850.0,2684,52.97206815,-128.6766942
ARNOUP CREEK,Chinook,515,North & Central Coast-Early,Central Coast,1850.0,1574,52.97206815,-128.6766942
ASHLULM CREEK,Chum,501,Rivers Inlet,Central Coast,939.0,1205,51.68864836,-126.8992208
ASHLULM CREEK,Pink (odd),610,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Central Coast,939.0,5632,51.68864836,-126.8992208
ASHLULM CREEK,Pink (even),609,Hecate Strait-Fjords (even),Central Coast,939.0,4631,51.68864836,-126.8992208
ASHLULM CREEK,Coho,517,Rivers Inlet,Central Coast,939.0,3582,51.68864836,-126.8992208
ASHLULM CREEK,Chinook,510,Rivers Inlet,Central Coast,939.0,1982,51.68864836,-126.8992208
ASHLULM CREEK,Lake sockeye,525,Owikeno,Central Coast,939.0,6624,51.68864836,-126.8992208
ASSEEK RIVER,River sockeye,614,Northern Coastal Fjords (river-type),Central Coast,964.0,6640,51.96245385,-126.6786043
ASSEEK RIVER,Coho,518,Bella Coola-Dean Rivers,Central Coast,964.0,3604,51.96245385,-126.6786043
ASSEEK RIVER,Pink (odd),610,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Central Coast,964.0,5652,51.96245385,-126.6786043
ASSEEK RIVER,Chum,504,Bella Coola-Dean Rivers,Central Coast,964.0,1225,51.96245385,-126.6786043
ASSEEK RIVER,Pink (even),609,Hecate Strait-Fjords (even),Central Coast,964.0,4652,51.96245385,-126.6786043
ATNARKO LAKES,Lake sockeye,528,South Atnarko Lakes,Central Coast,64745.0,10463,52.163834,-125.713941
ATNARKO RIVER,Chinook,512,Bella Coola-Bentinck,Central Coast,970.0,1998,52.37656418,-126.0943564
ATNARKO RIVER,Pink (even),609,Hecate Strait-Fjords (even),Central Coast,970.0,4658,52.37656418,-126.0943564
ATNARKO RIVER,Coho,518,Bella Coola-Dean Rivers,Central Coast,970.0,3609,52.37656418,-126.0943564
ATNARKO RIVER,Steelhead,683,Transition Summer,Central Coast,,10272,52.376631,-126.093529
ATNARKO RIVER,Pink (odd),610,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Central Coast,970.0,5658,52.37656418,-126.0943564
ATNARKO SPAWNING CHANNEL,Chinook,512,Bella Coola-Bentinck,Central Coast,358.0,1674,52.358869,-126.048351
ATNARKO SPAWNING CHANNEL,River sockeye,614,Northern Coastal Fjords (river-type),Central Coast,358.0,6334,52.358869,-126.048351
ATNARKO SPAWNING CHANNEL,Chum,504,Bella Coola-Dean Rivers,Central Coast,358.0,724,52.358869,-126.048351
ATNARKO SPAWNING CHANNEL,Pink (even),609,Hecate Strait-Fjords (even),Central Coast,358.0,4330,52.358869,-126.048351
ATNARKO SPAWNING CHANNEL,Pink (odd),610,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Central Coast,358.0,5224,52.358869,-126.048351
ATNARKO SPAWNING CHANNEL,Coho,518,Bella Coola-Dean Rivers,Central Coast,358.0,2879,52.358869,-126.048351
AVELING CREEK,Chinook,515,North & Central Coast-Early,Central Coast,1065.0,1933,54.25766244,-128.8410014
AVELING CREEK,Chum,508,Douglas-Gardner,Central Coast,1065.0,1092,54.25766244,-128.8410014
AVELING CREEK,Coho,522,Douglas Channel-Kitimat Arm,Central Coast,1065.0,3464,54.25766244,-128.8410014
BANKS LAKES CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1942.0,2772,53.37688132,-130.1989687
BANKS LAKES CREEK,Pink (even),608,Hecate Lowlands (even),Central Coast,1942.0,4290,53.37688132,-130.1989687
BANKS LAKES CREEK,Chum,506,Hecate Lowlands,Central Coast,1942.0,671,53.37688132,-130.1989687
BANKS LAKES CREEK,Lake sockeye,540,Banks,Central Coast,1942.0,6174,53.37688132,-130.1989687
BANKS LAKES CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,1942.0,5175,53.37688132,-130.1989687
BARNARD CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,1869.0,5105,53.05299489,-129.1196246
BARNARD CREEK,Pink (even),608,Hecate Lowlands (even),Central Coast,1869.0,4219,53.05299489,-129.1196246
BARNARD CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1869.0,2703,53.05299489,-129.1196246
BARNARD CREEK,River sockeye,614,Northern Coastal Fjords (river-type),Central Coast,1869.0,6125,53.05299489,-129.1196246
BARNARD CREEK,Chum,506,Hecate Lowlands,Central Coast,1869.0,599,53.05299489,-129.1196246
BEAVER CREEK,Coho,520,Hecate Strait Mainland,Central Coast,955.0,3597,51.53727879,-127.7475024
BEAVER CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,955.0,5644,51.53727879,-127.7475024
BEAVER CREEK,Lake sockeye,556,Elsie/Hoy,Central Coast,955.0,6634,51.53727879,-127.7475024
BEAVER CREEK,Coho,522,Douglas Channel-Kitimat Arm,Central Coast,1078.0,3684,54.02118673,-128.6892707
BEAVER CREEK,Pink (even),608,Hecate Lowlands (even),Central Coast,955.0,4644,51.53727879,-127.7475024
BEAVER CREEK,Chum,503,Spiller-Fitz-Hugh-Burke,Central Coast,955.0,1217,51.53727879,-127.7475024
BELLA COOLA RIVER,Pink (odd),610,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Central Coast,968.0,5656,52.39012814,-126.7777052
BELLA COOLA RIVER,Chum,505,Bella Coola River-Late,Central Coast,968.0,10467,52.39012814,-126.7777052
BELLA COOLA RIVER,Steelhead,683,Transition Summer,Central Coast,,9853,52.42317066,-126.4367711
BELLA COOLA RIVER,Chinook,512,Bella Coola-Bentinck,Central Coast,968.0,1997,52.39012814,-126.7777052
BELLA COOLA RIVER,Chum,504,Bella Coola-Dean Rivers,Central Coast,968.0,1229,52.39012814,-126.7777052
BELLA COOLA RIVER,Coho,518,Bella Coola-Dean Rivers,Central Coast,968.0,3607,52.39012814,-126.7777052
BELLA COOLA RIVER,River sockeye,614,Northern Coastal Fjords (river-type),Central Coast,968.0,6642,52.39012814,-126.7777052
BELLA COOLA RIVER,Pink (even),609,Hecate Strait-Fjords (even),Central Coast,968.0,4656,52.39012814,-126.7777052
BELOWE CREEK,Chum,506,Hecate Lowlands,Central Coast,1091.0,1322,53.47511056,-129.4778228
BELOWE CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1091.0,3697,53.47511056,-129.4778228
BELOWE CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,1091.0,5725,53.47511056,-129.4778228
BELOWE CREEK,River sockeye,614,Northern Coastal Fjords (river-type),Central Coast,1091.0,6699,53.47511056,-129.4778228
BELOWE CREEK,Pink (even),608,Hecate Lowlands (even),Central Coast,1091.0,4724,53.47511056,-129.4778228
BIG BAY CREEK,Pink (even),609,Hecate Strait-Fjords (even),Central Coast,1012.0,4696,52.78871874,-127.9934564
BIG BAY CREEK,Chum,507,Mussel-Kynoch,Central Coast,1012.0,1272,52.78871874,-127.9934564
BIG BAY CREEK,Pink (odd),612,Hecate Strait-Fjords (odd),Central Coast,1012.0,5698,52.78871874,-127.9934564
BIG BAY CREEK,Coho,519,Mussel-Kynoch,Central Coast,1012.0,3646,52.78871874,-127.9934564
BIG BAY CREEK,River sockeye,614,Northern Coastal Fjords (river-type),Central Coast,1012.0,6669,52.78871874,-127.9934564
BIG CREEK,Pink (odd),612,Hecate Strait-Fjords (odd),Central Coast,1011.0,5697,52.75986712,-127.8855098
BIG CREEK,River sockeye,614,Northern Coastal Fjords (river-type),Central Coast,1011.0,6668,52.75986712,-127.8855098
BIG CREEK,Chum,507,Mussel-Kynoch,Central Coast,1011.0,1271,52.75986712,-127.8855098
BIG CREEK,Pink (even),609,Hecate Strait-Fjords (even),Central Coast,1011.0,4695,52.75986712,-127.8855098
BIG CREEK,Coho,519,Mussel-Kynoch,Central Coast,1011.0,3645,52.75986712,-127.8855098
BIG DOG CREEK,River sockeye,615,Northern Coastal Streams (river-type),Central Coast,1943.0,6175,53.4753668,-130.398396
BIG TILLHORN CREEK,Pink (odd),612,Hecate Strait-Fjords (odd),Central Coast,1910.0,5144,53.58073424,-129.1793971
BIG TILLHORN CREEK,Coho,523,Northern Coastal Streams,Central Coast,1910.0,2740,53.58073424,-129.1793971
BIG TILLHORN CREEK,Chum,508,Douglas-Gardner,Central Coast,1910.0,639,53.58073424,-129.1793971
BIG TILLHORN CREEK,River sockeye,614,Northern Coastal Fjords (river-type),Central Coast,1910.0,6152,53.58073424,-129.1793971
BIG TILLHORN CREEK,Pink (even),609,Hecate Strait-Fjords (even),Central Coast,1910.0,4259,53.58073424,-129.1793971
BILLY CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1956.0,2784,53.85966007,-130.4391046
BISH CREEK,Chum,508,Douglas-Gardner,Central Coast,1080.0,1311,53.92314593,-128.7381649
BISH CREEK,Coho,522,Douglas Channel-Kitimat Arm,Central Coast,1080.0,3686,53.92314593,-128.7381649
BISH CREEK,Pink (odd),612,Hecate Strait-Fjords (odd),Central Coast,1080.0,5714,53.92314593,-128.7381649
BISH CREEK,River sockeye,614,Northern Coastal Fjords (river-type),Central Coast,1080.0,6692,53.92314593,-128.7381649
BISH CREEK,Pink (even),609,Hecate Strait-Fjords (even),Central Coast,1080.0,4713,53.92314593,-128.7381649
BISH CREEK,Chinook,515,North & Central Coast-Early,Central Coast,1080.0,2026,53.92314593,-128.7381649
BLACK ROCK CREEK,Coho,523,Northern Coastal Streams,Central Coast,1900.0,2731,53.19763614,-129.3148658
BLACK ROCK CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,1900.0,5134,53.19763614,-129.3148658
BLACK ROCK CREEK,Pink (even),608,Hecate Lowlands (even),Central Coast,1900.0,4249,53.19763614,-129.3148658
BLACK ROCK CREEK,River sockeye,614,Northern Coastal Fjords (river-type),Central Coast,1900.0,6147,53.19763614,-129.3148658
BLACK ROCK CREEK,Chum,506,Hecate Lowlands,Central Coast,1900.0,629,53.19763614,-129.3148658
BLEE CREEK,Chum,506,Hecate Lowlands,Central Coast,1843.0,574,52.7447889,-128.7245874
BLEE CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,1843.0,5078,52.7447889,-128.7245874
BLEE CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1843.0,2675,52.7447889,-128.7245874
BLEE CREEK,River sockeye,615,Northern Coastal Streams (river-type),Central Coast,1843.0,6107,52.7447889,-128.7245874
BLEE CREEK,Chinook,514,North & Central Coast-Late,Central Coast,1843.0,1571,52.7447889,-128.7245874
BLEE CREEK,Pink (even),608,Hecate Lowlands (even),Central Coast,1843.0,4189,52.7447889,-128.7245874
BLOOMFIELD CREEK,Pink (even),608,Hecate Lowlands (even),Central Coast,1844.0,4190,52.85706361,-128.6822633
BLOOMFIELD CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1844.0,2676,52.85706361,-128.6822633
BLOOMFIELD CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,1844.0,5079,52.85706361,-128.6822633
BLOOMFIELD CREEK,Chum,506,Hecate Lowlands,Central Coast,1844.0,575,52.85706361,-128.6822633
BLOOMFIELD CREEK,Lake sockeye,541,Bloomfield,Central Coast,1844.0,6108,52.85706361,-128.6822633
BLOOMFIELD CREEK,Chinook,514,North & Central Coast-Late,Central Coast,1844.0,1572,52.85706361,-128.6822633
BOLIN BAY CREEK,River sockeye,614,Northern Coastal Fjords (river-type),Central Coast,1016.0,6672,52.83734122,-128.2251576
BOLIN BAY CREEK,Chum,507,Mussel-Kynoch,Central Coast,1016.0,1276,52.83734122,-128.2251576
BOLIN BAY CREEK,Coho,519,Mussel-Kynoch,Central Coast,1016.0,3650,52.83734122,-128.2251576
BOLIN BAY CREEK,Pink (even),609,Hecate Strait-Fjords (even),Central Coast,1016.0,4700,52.83734122,-128.2251576
BOLIN BAY CREEK,Pink (odd),612,Hecate Strait-Fjords (odd),Central Coast,1016.0,5702,52.83734122,-128.2251576
BOLTON CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1935.0,2765,53.40866971,-129.939662
BOLTON CREEK,Chum,506,Hecate Lowlands,Central Coast,1935.0,664,53.40866971,-129.939662
BOLTON CREEK,Pink (even),608,Hecate Lowlands (even),Central Coast,1935.0,4284,53.40866971,-129.939662
BOLTON CREEK,Lake sockeye,542,Bolton Creek,Central Coast,1935.0,6167,53.40866971,-129.939662
BOLTON CREEK,Chinook,515,North & Central Coast-Early,Central Coast,1074.0,2023,54.22300008,-128.4293137
BOLTON CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,1935.0,5169,53.40866971,-129.939662
BORROWMAN CREEK,Chinook,515,North & Central Coast-Early,Central Coast,1890.0,1406,52.737363,-129.2634187
BORROWMAN CREEK,Pink (even),608,Hecate Lowlands (even),Central Coast,1890.0,4240,52.737363,-129.2634187
BORROWMAN CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,1890.0,5126,52.737363,-129.2634187
BORROWMAN CREEK,Chum,506,Hecate Lowlands,Central Coast,1890.0,620,52.737363,-129.2634187
BORROWMAN CREEK,Lake sockeye,544,Borrowman Creek,Central Coast,1890.0,6142,52.737363,-129.2634187
BORROWMAN CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1890.0,2724,52.737363,-129.2634187
BOSWELL CREEK,Coho,516,Smith Inlet,Central Coast,921.0,3354,51.37707663,-127.4164942
BOSWELL CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,921.0,5487,51.37707663,-127.4164942
BOSWELL CREEK,Pink (even),608,Hecate Lowlands (even),Central Coast,921.0,4497,51.37707663,-127.4164942
BOTTLENECK CREEK,Chum,506,Hecate Lowlands,Central Coast,1832.0,384,52.7048413,-128.3887694
BOTTLENECK CREEK,Pink (even),608,Hecate Lowlands (even),Central Coast,1832.0,4017,52.7048413,-128.3887694
BOTTLENECK CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1832.0,2503,52.7048413,-128.3887694
BOTTLENECK CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,1832.0,4950,52.7048413,-128.3887694
BRIM RIVER,Chinook,515,North & Central Coast-Early,Central Coast,1036.0,1926,53.51182731,-128.365566
BRIM RIVER,Coho,523,Northern Coastal Streams,Central Coast,1036.0,3437,53.51182731,-128.365566
BRIM RIVER,Chum,508,Douglas-Gardner,Central Coast,1036.0,1072,53.51182731,-128.365566
BRIM RIVER,River sockeye,614,Northern Coastal Fjords (river-type),Central Coast,1036.0,6571,53.51182731,-128.365566
BRIM RIVER,Pink (odd),612,Hecate Strait-Fjords (odd),Central Coast,1036.0,5532,53.51182731,-128.365566
BRIM RIVER,Pink (even),609,Hecate Strait-Fjords (even),Central Coast,1036.0,4528,53.51182731,-128.365566
BUGHOUSE CREEK,Pink (odd),610,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Central Coast,880.0,5611,50.90091648,-126.9797073
BUIE CREEK,Pink (even),609,Hecate Strait-Fjords (even),Central Coast,1849.0,4199,52.97083373,-128.6585551
BULLEY BAY CREEK,Chum,506,Hecate Lowlands,Central Coast,1816.0,570,52.46561686,-128.3142503
BULLEY BAY CREEK,River sockeye,615,Northern Coastal Streams (river-type),Central Coast,1816.0,6103,52.46561686,-128.3142503
BULLEY BAY CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1816.0,2671,52.46561686,-128.3142503
BULLEY BAY CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,1816.0,5074,52.46561686,-128.3142503
BULLEY BAY CREEK,Pink (even),608,Hecate Lowlands (even),Central Coast,1816.0,4185,52.46561686,-128.3142503
