"","X","stream","year","date","doy","days_at_risk","arrived","flow","flow_7d","flow_14d","flow_30d","flow_delta_14d","flow_cum_since_start","days_since_high_flow","jan_jun_mean_flow","n_missing_flow"
"2921",2985,"NANAIMO RIVER",2024,"2024-03-01",61,61,0,14.6,11.1785714285714,9.39714285714269,14.5753333333336,1.78142857142874,1114.7,0,10.9616022099448,0
"2922",2986,"NANAIMO RIVER",2024,"2024-03-02",62,62,0,13.2,12.0485714285751,9.75785714285822,13.2053333333334,2.29071428571686,1127.9,1,10.9616022099448,0
"2923",2987,"NANAIMO RIVER",2024,"2024-03-03",63,63,0,12.1,12.8028571428565,10.0607142857126,12.1786666666662,2.74214285714386,1140,2,10.9616022099448,0
"2924",2988,"NANAIMO RIVER",2024,"2024-03-04",64,64,0,10.7,13.442857142858,10.2899999999998,11.4253333333336,3.15285714285814,1150.7,3,10.9616022099448,0
"2925",2989,"NANAIMO RIVER",2024,"2024-03-05",65,65,0,9.63,13.9757142857166,10.4528571428569,10.8763333333336,3.52285714285972,1160.33,4,10.9616022099448,0
"2926",2990,"NANAIMO RIVER",2024,"2024-03-06",66,66,0,8.79,12.8028571428565,10.5535714285714,10.4659999999994,2.24928571428505,1169.12,5,10.9616022099448,0
"2927",2991,"NANAIMO RIVER",2024,"2024-03-07",67,67,0,8.12,11.020000000002,10.596428571429,10.1533333333335,0.423571428573009,1177.24,6,10.9616022099448,0
"2928",2992,"NANAIMO RIVER",2024,"2024-03-08",68,68,0,8.01,10.0785714285698,10.6285714285706,9.92033333333287,-0.550000000000832,1185.25,7,10.9616022099448,0
"2929",2993,"NANAIMO RIVER",2024,"2024-03-09",69,69,0,10.3,9.66428571428488,10.85642857143,9.83366666666698,-1.1921428571451,1195.55,8,10.9616022099448,0
"2930",2994,"NANAIMO RIVER",2024,"2024-03-10",70,70,0,14.4,9.99285714285881,11.3978571428576,9.93033333333345,-1.40499999999884,1209.95,0,10.9616022099448,0
"2931",2995,"NANAIMO RIVER",2024,"2024-03-11",71,71,0,13.6,10.4071428571437,11.9250000000008,10.033666666667,-1.51785714285714,1223.55,1,10.9616022099448,0
"2932",2996,"NANAIMO RIVER",2024,"2024-03-12",72,72,0,15.3,11.2171428571414,12.596428571429,10.1869999999995,-1.37928571428763,1238.85,0,10.9616022099448,0
"2933",2997,"NANAIMO RIVER",2024,"2024-03-13",73,73,0,14.1,11.9757142857166,12.3892857142865,10.2703333333338,-0.413571428569931,1252.95,0,10.9616022099448,0
"2934",2998,"NANAIMO RIVER",2024,"2024-03-14",74,74,0,12.4,12.5871428571409,11.8035714285714,10.3236666666664,0.783571428569433,1265.35,1,10.9616022099448,0
"2935",2999,"NANAIMO RIVER",2024,"2024-03-15",75,75,0,11.4,13.0714285714286,11.5749999999992,10.375,1.4964285714294,1276.75,2,10.9616022099448,0
"2936",3000,"NANAIMO RIVER",2024,"2024-03-16",76,76,0,11,13.1714285714261,11.4178571428555,10.4369999999995,1.7535714285706,1287.75,3,10.9616022099448,0
"2937",3001,"NANAIMO RIVER",2024,"2024-03-17",77,77,0,12,12.8285714285698,11.4107142857143,10.5536666666662,1.41785714285548,1299.75,4,10.9616022099448,0
"2938",3002,"NANAIMO RIVER",2024,"2024-03-18",78,78,0,12.2,12.6285714285706,11.5178571428571,10.6886666666668,1.11071428571345,1311.95,5,10.9616022099448,0
"2939",3003,"NANAIMO RIVER",2024,"2024-03-19",79,79,0,11.9,12.1428571428571,11.6799999999993,10.8233333333328,0.46285714285789,1323.85,6,10.9616022099448,0
"2940",3004,"NANAIMO RIVER",2024,"2024-03-20",80,80,0,11.6,11.7857142857143,11.8807142857155,10.9603333333333,-0.0950000000011642,1335.45,7,10.9616022099448,0
"2941",3005,"NANAIMO RIVER",2024,"2024-03-21",81,81,0,11.2,11.6142857142882,12.1007142857145,11.0886666666668,-0.486428571426325,1346.65,8,10.9616022099448,0
"2942",3006,"NANAIMO RIVER",2024,"2024-03-22",82,82,0,10.9,11.5428571428596,12.3071428571441,11.2060000000007,-0.764285714284467,1357.55,9,10.9616022099448,0
"2943",3007,"NANAIMO RIVER",2024,"2024-03-23",83,83,0,12,11.6857142857168,12.4285714285714,11.3553333333334,-0.742857142854648,1369.55,10,10.9616022099448,0
"2944",3008,"NANAIMO RIVER",2024,"2024-03-24",84,84,0,12.2,11.7142857142857,12.2714285714277,11.5099999999996,-0.557142857142026,1381.75,11,10.9616022099448,0
"2945",3009,"NANAIMO RIVER",2024,"2024-03-25",85,85,0,11,11.5428571428555,12.085714285713,11.6396666666667,-0.542857142857558,1392.75,12,10.9616022099448,0
"2946",3010,"NANAIMO RIVER",2024,"2024-03-26",86,86,0,10.2,11.3000000000008,11.721428571429,11.7523333333336,-0.421428571428155,1402.95,13,10.9616022099448,0
"2947",3011,"NANAIMO RIVER",2024,"2024-03-27",87,87,0,9.92,11.0599999999977,11.422857142856,11.8756666666663,-0.362857142858307,1412.87,14,10.9616022099448,0
"2948",3012,"NANAIMO RIVER",2024,"2024-03-28",88,88,0,9.76,10.8542857142831,11.2342857142856,12.0043333333335,-0.380000000002578,1422.63,15,10.9616022099448,0
"2949",3013,"NANAIMO RIVER",2024,"2024-03-29",89,89,0,9.76,10.6914285714281,11.1171428571439,11.7630000000005,-0.425714285715783,1432.39,16,10.9616022099448,0
"2950",3014,"NANAIMO RIVER",2024,"2024-03-30",90,90,0,9.44,10.3257142857141,11.0057142857155,11.3910000000003,-0.680000000001332,1441.83,17,10.9616022099448,0
"2951",3015,"NANAIMO RIVER",2024,"2024-03-31",91,91,0,8.93,9.85857142857276,10.7864285714292,11.2019999999999,-0.927857142856478,1450.76,18,10.9616022099448,0
"2952",3016,"NANAIMO RIVER",2024,"2024-04-01",92,92,0,8.55,9.5085714285711,10.5257142857133,11.0469999999991,-1.01714285714219,1459.31,19,10.9616022099448,0
